loc,v(g),ev(g),iv(g),l,d,i,b,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
48.0,7.0,3.0,5.0,0.05,19.16,39.98,0.25,33,5,7,0,19.0,30.0,75.0,58.0,13.0,True
42.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
10.0,2.0,1.0,2.0,0.29,3.5,11.86,0.01,6,0,2,0,7.0,4.0,8.0,4.0,3.0,True
184.0,15.0,5.0,14.0,0.03,36.56,98.46,1.15,128,13,14,4,26.0,88.0,318.0,224.0,29.0,True
28.0,3.0,1.0,3.0,0.11,9.43,29.97,0.1,15,1,4,4,11.0,14.0,37.0,27.0,5.0,True
69.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
32.0,3.0,1.0,3.0,0.05,19.5,35.0,0.23,24,0,6,0,17.0,20.0,77.0,45.0,5.0,True
70.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
38.0,4.0,4.0,4.0,0.07,14.98,44.31,0.2,26,3,6,0,17.0,25.0,69.0,45.0,7.0,True
51.0,8.0,6.0,4.0,0.03,37.5,27.54,0.36,46,0,5,0,23.0,24.0,112.0,78.0,15.0,True
78.0,9.0,5.0,6.0,0.03,30.4,38.91,0.42,48,12,16,0,23.0,25.0,125.0,89.0,17.0,True
54.0,5.0,1.0,5.0,0.09,11.28,66.7,0.29,44,0,11,0,13.0,32.0,88.0,72.0,9.0,True
138.0,22.0,10.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,True
153.0,19.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
10.0,2.0,1.0,2.0,0.29,3.5,16.71,0.02,6,0,2,0,6.0,6.0,10.0,7.0,3.0,True
53.0,6.0,4.0,6.0,0.04,26.05,30.41,0.3,37,7,7,0,21.0,26.0,90.0,65.0,11.0,True
84.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
56.0,9.0,5.0,6.0,0.03,37.5,37.54,0.45,51,1,7,0,25.0,37.0,149.0,96.0,17.0,True
35.0,4.0,1.0,4.0,0.08,12.53,30.85,0.14,25,0,8,0,18.0,21.0,47.0,31.0,6.0,True
31.0,7.0,1.0,5.0,0.06,17.37,31.75,0.18,26,0,4,0,17.0,19.0,65.0,43.0,13.0,True
87.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
82.0,12.0,4.0,9.0,0.04,24.02,53.92,0.45,61,6,9,0,21.0,42.0,132.0,105.0,23.0,True
15.0,2.0,1.0,2.0,0.12,8.33,13.44,0.04,8,0,3,0,10.0,6.0,18.0,10.0,3.0,True
204.0,22.0,15.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,True
22.0,2.0,1.0,2.0,0.1,10.04,28.75,0.09,16,0,3,0,13.0,12.0,40.0,23.0,3.0,True
85.0,16.0,6.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
35.0,5.0,1.0,2.0,0.05,20.63,23.1,0.17,22,4,7,0,18.0,16.0,61.0,38.0,9.0,True
74.0,16.0,7.0,7.0,0.02,41.02,43.5,0.55,58,3,12,0,25.0,30.0,175.0,113.0,31.0,True
190.0,4.0,1.0,4.0,0.03,36.89,156.31,1.64,129,0,34,0,16.0,89.0,506.0,283.0,7.0,True
60.0,9.0,7.0,5.0,0.04,23.38,33.38,0.27,41,0,11,0,20.0,26.0,84.0,62.0,17.0,True
30.0,5.0,3.0,4.0,0.04,25.64,29.39,0.25,23,0,5,0,18.0,21.0,82.0,59.0,9.0,True
59.0,6.0,5.0,5.0,0.04,27.23,23.54,0.22,38,6,9,0,19.0,20.0,83.0,49.0,11.0,True
79.0,9.0,1.0,5.0,0.07,14.0,50.0,0.24,41,14,10,0,14.0,29.0,68.0,58.0,17.0,True
26.0,1.0,1.0,1.0,0.17,6.0,57.65,0.11,16,4,5,0,6.0,16.0,41.0,32.0,1.0,True
17.0,2.0,1.0,2.0,0.13,7.7,26.86,0.07,11,0,3,1,11.0,15.0,23.0,21.0,3.0,True
119.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,True
95.0,24.0,12.0,9.0,0.03,37.65,105.35,1.32,86,1,2,0,25.0,48.0,333.0,239.0,47.0,True
58.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
46.0,5.0,1.0,4.0,0.04,23.0,21.53,0.18,30,4,7,0,21.0,15.0,73.0,36.0,9.0,True
58.0,15.0,12.0,8.0,0.03,30.0,42.33,0.4,48,1,6,0,20.0,30.0,126.0,98.0,29.0,True
225.0,45.0,44.0,39.0,0.01,73.69,56.03,1.62,180,15,8,0,25.0,37.0,477.0,283.0,89.0,True
50.0,7.0,3.0,7.0,0.04,24.5,40.76,0.35,44,0,5,0,21.0,28.0,117.0,67.0,13.0,True
49.0,7.0,1.0,6.0,0.05,21.44,42.95,0.31,38,0,5,0,21.0,25.0,99.0,64.0,9.0,True
74.0,10.0,1.0,2.0,0.06,19.0,35.85,0.24,58,0,2,0,19.0,23.0,86.0,42.0,19.0,True
50.0,13.0,5.0,5.0,0.02,40.68,30.4,0.33,41,0,3,0,22.0,24.0,106.0,74.0,25.0,True
83.0,11.0,1.0,7.0,0.04,28.15,62.82,0.56,70,1,6,0,21.0,43.0,171.0,117.0,21.0,True
18.0,5.0,3.0,1.0,0.06,17.0,28.89,0.17,13,0,1,0,14.0,14.0,63.0,35.0,9.0,True
37.0,8.0,7.0,4.0,0.06,17.06,29.16,0.16,25,4,5,1,20.0,19.0,58.0,34.0,15.0,True
16.0,2.0,1.0,2.0,0.18,5.5,17.79,0.03,8,4,0,0,8.0,8.0,13.0,11.0,3.0,True
81.0,14.0,11.0,5.0,0.02,44.2,22.97,0.4,37,36,7,0,24.0,20.0,137.0,71.0,27.0,True
68.0,12.0,7.0,7.0,0.04,25.3,32.5,0.29,46,11,11,0,19.0,23.0,97.0,67.0,23.0,True
48.0,5.0,1.0,4.0,0.07,15.3,44.76,0.22,34,3,11,1,15.0,27.0,70.0,55.0,9.0,True
84.0,5.0,1.0,4.0,0.05,20.77,46.28,0.38,67,4,5,4,15.0,26.0,138.0,79.0,9.0,True
211.0,35.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,True
90.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
11.0,2.0,1.0,2.0,0.21,4.67,18.35,0.03,9,0,0,0,7.0,6.0,15.0,7.0,3.0,True
82.0,14.0,11.0,7.0,0.03,30.57,39.83,0.47,60,8,13,0,19.0,31.0,144.0,103.0,27.0,True
199.0,29.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,57.0,True
16.0,7.0,3.0,1.0,0.05,21.0,16.14,0.11,11,0,3,0,21.0,12.0,42.0,28.0,13.0,True
102.0,11.0,8.0,7.0,0.03,31.5,47.28,0.56,71,12,18,0,21.0,36.0,154.0,124.0,21.0,True
45.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,True
40.0,7.0,5.0,2.0,0.04,24.81,26.5,0.21,34,2,4,0,20.0,21.0,67.0,58.0,13.0,True
9.0,2.0,1.0,1.0,0.29,3.5,15.86,0.02,5,0,3,0,7.0,6.0,9.0,6.0,3.0,True
94.0,18.0,16.0,8.0,0.03,33.61,42.33,0.48,68,16,6,0,27.0,39.0,154.0,112.0,35.0,True
27.0,4.0,4.0,3.0,0.09,11.2,42.44,0.18,19,0,6,0,14.0,25.0,58.0,44.0,7.0,True
17.0,2.0,1.0,2.0,0.18,5.5,24.91,0.05,9,3,2,0,9.0,9.0,19.0,11.0,3.0,True
95.0,16.0,13.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
132.0,21.0,10.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41.0,True
143.0,19.0,7.0,16.0,0.02,54.57,76.76,1.61,114,1,12,1,21.0,49.0,432.0,321.0,37.0,True
37.0,3.0,3.0,3.0,0.1,9.82,30.96,0.11,27,0,5,1,14.0,17.0,38.0,26.0,5.0,True
51.0,3.0,1.0,3.0,0.03,30.39,37.81,0.39,33,3,10,0,17.0,26.0,128.0,86.0,5.0,True
20.0,5.0,3.0,2.0,0.08,12.86,17.24,0.07,12,2,4,0,15.0,11.0,28.0,18.0,9.0,True
53.0,8.0,1.0,7.0,0.05,20.88,39.15,0.27,46,1,11,0,18.0,25.0,83.0,65.0,15.0,True
76.0,2.0,1.0,2.0,0.03,29.38,41.93,0.41,46,16,16,0,15.0,24.0,148.0,91.0,3.0,True
204.0,32.0,23.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,63.0,True
90.0,13.0,6.0,11.0,0.03,30.52,55.63,0.61,61,4,14,0,25.0,45.0,194.0,123.0,25.0,True
17.0,2.0,1.0,2.0,0.12,8.33,30.15,0.08,11,0,3,0,10.0,12.0,33.0,20.0,3.0,True
42.0,9.0,8.0,3.0,0.02,49.3,51.1,0.18,36,0,6,0,22.0,15.0,70.0,44.0,17.0,True
302.0,8.0,3.0,12.0,0.03,33.11,207.25,1.83,160,14,33,1,20.0,147.0,458.0,382.0,15.0,True
49.0,8.0,6.0,6.0,0.03,34.0,36.98,0.42,40,0,8,0,24.0,28.0,131.0,92.0,15.0,True
28.0,4.0,1.0,4.0,0.09,11.19,39.72,0.16,23,0,3,0,11.0,18.0,59.0,38.0,7.0,True
51.0,5.0,4.0,4.0,0.08,12.6,39.57,0.14,24,1,4,1,14.0,20.0,62.0,36.0,9.0,True
11.0,2.0,1.0,2.0,0.24,4.17,10.8,0.02,9,0,0,0,5.0,3.0,11.0,3.0,3.0,True
17.0,5.0,1.0,3.0,0.11,8.75,30.94,0.08,14,0,1,0,10.0,14.0,32.0,25.0,9.0,True
15.0,4.0,1.0,3.0,0.13,7.5,23.38,0.06,12,0,2,0,12.0,12.0,20.0,15.0,7.0,True
72.0,13.0,1.0,8.0,0.04,27.76,47.94,0.44,53,1,11,0,22.0,34.0,147.0,81.0,25.0,True
68.0,13.0,9.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
28.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
88.0,21.0,19.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,True
73.0,18.0,14.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,True
146.0,31.0,13.0,15.0,0.03,33.59,67.64,0.67,125,6,18,0,26.0,49.0,227.0,124.0,61.0,True
82.0,9.0,10.0,5.0,0.02,49.48,30.11,0.44,65,12,12,3,24.0,32.0,117.0,74.0,17.0,True
65.0,5.0,1.0,4.0,0.09,10.64,60.08,0.19,50,5,8,0,15.0,29.0,59.0,46.0,9.0,True
24.0,3.0,1.0,3.0,0.09,10.97,30.91,0.11,20,0,2,0,13.0,18.0,39.0,32.0,5.0,True
53.0,10.0,1.0,10.0,0.03,30.0,54.15,0.55,42,2,3,0,20.0,29.0,171.0,114.0,19.0,True
13.0,1.0,1.0,1.0,0.33,3.0,48.78,0.04,11,0,0,0,6.0,14.0,18.0,14.0,1.0,True
160.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
8.0,1.0,1.0,1.0,0.21,4.75,14.34,0.02,5,0,1,0,7.0,4.0,10.0,4.0,1.0,True
129.0,8.0,1.0,7.0,0.05,21.21,48.69,0.39,69,0,18,7,16.0,32.0,126.0,77.0,15.0,True
194.0,16.0,16.0,14.0,0.02,51.85,94.45,1.5,134,45,44,9,27.0,65.0,422.0,269.0,31.0,True
151.0,24.0,13.0,16.0,0.02,44.21,63.59,0.92,110,15,17,2,26.0,46.0,274.0,173.0,47.0,True
153.0,15.0,1.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,True
49.0,8.0,1.0,7.0,0.06,17.21,41.88,0.24,33,5,5,0,19.0,27.0,73.0,52.0,12.0,True
83.0,7.0,1.0,7.0,0.03,33.0,42.26,0.46,62,19,12,3,21.0,33.0,174.0,78.0,10.0,True
28.0,1.0,1.0,1.0,0.13,7.6,34.49,0.1,10,10,7,0,7.0,15.0,31.0,28.0,1.0,True
28.0,8.0,3.0,5.0,0.05,20.45,25.83,0.17,23,0,3,0,10.0,10.0,56.0,43.0,15.0,True
28.0,3.0,1.0,3.0,0.08,12.89,37.73,0.16,16,1,8,0,14.0,19.0,63.0,35.0,5.0,True
19.0,3.0,1.0,3.0,0.1,10.0,22.46,0.07,14,0,3,0,11.0,11.0,25.0,20.0,5.0,True
30.0,6.0,4.0,3.0,0.06,17.05,34.93,0.2,18,6,4,0,15.0,20.0,68.0,50.0,11.0,True
134.0,38.0,23.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,75.0,True
141.0,15.0,13.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,True
8.0,2.0,1.0,2.0,0.38,2.67,9.47,0.01,5,0,1,0,5.0,3.0,5.0,3.0,3.0,True
22.0,2.0,1.0,1.0,0.07,14.0,26.15,0.12,14,0,6,0,16.0,16.0,44.0,28.0,3.0,True
75.0,8.0,1.0,7.0,0.05,20.3,46.48,0.31,62,9,9,0,19.0,35.0,115.0,70.0,15.0,True
129.0,16.0,10.0,16.0,0.0,0.0,0.0,0.0,114,0,0,0,0.0,0.0,0.0,0.0,29.0,True
9.0,2.0,1.0,2.0,0.15,6.5,17.23,0.04,5,0,1,0,12.0,8.0,17.0,8.0,3.0,True
88.0,7.0,1.0,7.0,0.04,26.88,47.41,0.43,63,14,11,2,18.0,26.0,131.0,85.0,13.0,True
33.0,5.0,4.0,3.0,0.05,18.67,36.56,0.24,25,4,6,0,14.0,21.0,80.0,63.0,9.0,True
61.0,26.0,9.0,9.0,0.03,32.09,55.94,0.6,41,8,10,0,23.0,47.0,177.0,120.0,51.0,True
25.0,5.0,4.0,4.0,0.05,18.28,26.16,0.16,20,0,3,0,18.0,16.0,54.0,40.0,9.0,True
62.0,12.0,6.0,4.0,0.03,40.0,33.0,0.41,51,3,4,0,22.0,23.0,140.0,83.0,23.0,True
20.0,2.0,1.0,2.0,0.11,9.5,26.75,0.08,14,0,4,0,12.0,12.0,38.0,19.0,3.0,True
57.0,8.0,1.0,1.0,0.06,18.08,29.36,0.18,46,3,7,0,14.0,16.0,68.0,38.0,15.0,True
200.0,25.0,23.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,True
7.0,2.0,1.0,2.0,0.5,2.0,16.5,0.01,5,0,0,0,4.0,4.0,7.0,4.0,3.0,True
37.0,6.0,6.0,3.0,0.06,17.1,31.16,0.17,27,1,7,0,15.0,15.0,83.0,33.0,11.0,True
18.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
34.0,5.0,5.0,5.0,0.05,20.58,28.64,0.19,25,5,4,0,19.0,19.0,68.0,46.0,9.0,True
66.0,7.0,1.0,3.0,0.03,29.84,39.05,0.41,50,6,8,0,18.0,28.0,127.0,91.0,13.0,True
88.0,12.0,9.0,12.0,0.05,21.06,71.15,0.45,79,0,9,0,20.0,56.0,130.0,105.0,23.0,True
65.0,7.0,1.0,6.0,0.02,40.0,33.77,0.43,60,0,2,2,16.0,24.0,133.0,112.0,13.0,True
34.0,7.0,1.0,4.0,0.11,8.84,48.5,0.14,28,0,6,0,15.0,24.0,51.0,28.0,8.0,True
53.0,11.0,9.0,9.0,0.07,15.06,57.0,0.32,34,6,8,0,17.0,35.0,100.0,70.0,21.0,True
12.0,2.0,1.0,1.0,0.13,7.5,19.1,0.05,8,0,2,0,11.0,11.0,20.0,15.0,3.0,True
84.0,16.0,1.0,16.0,0.02,40.25,40.99,0.56,65,0,8,2,19.0,29.0,166.0,107.0,31.0,True
12.0,3.0,3.0,2.0,0.16,6.25,11.28,0.03,8,0,2,0,11.0,4.0,16.0,5.0,5.0,True
35.0,6.0,4.0,5.0,0.05,21.94,22.73,0.17,27,2,4,1,19.0,16.0,59.0,39.0,11.0,True
205.0,29.0,15.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,57.0,True
115.0,9.0,3.0,7.0,0.02,57.14,36.0,0.69,89,2,8,0,23.0,38.0,206.0,139.0,17.0,True
77.0,4.0,1.0,3.0,0.04,24.89,42.98,0.37,46,14,12,0,17.0,23.0,118.0,91.0,7.0,True
130.0,11.0,1.0,7.0,0.03,28.74,86.09,0.84,107,6,18,0,19.0,57.0,228.0,195.0,21.0,True
109.0,8.0,5.0,7.0,0.03,35.71,50.34,0.66,73,4,15,0,22.0,42.0,215.0,155.0,15.0,True
133.0,15.0,10.0,12.0,0.02,32.25,64.39,0.66,75,31,24,8,23.0,48.0,216.0,142.0,29.0,True
63.0,8.0,6.0,5.0,0.03,30.38,32.2,0.37,52,5,7,0,21.0,24.0,119.0,76.0,15.0,True
51.0,7.0,4.0,4.0,0.05,18.16,36.41,0.22,40,0,7,0,19.0,22.0,81.0,42.0,13.0,True
31.0,10.0,6.0,4.0,0.04,26.92,25.31,0.23,26,0,2,0,21.0,19.0,80.0,51.0,19.0,True
108.0,22.0,1.0,16.0,0.03,30.71,57.23,0.6,90,0,13,1,26.0,42.0,196.0,108.0,33.0,True
31.0,4.0,1.0,3.0,0.09,10.66,43.78,0.15,23,0,6,0,11.0,17.0,54.0,33.0,7.0,True
25.0,2.0,1.0,2.0,0.11,8.75,26.74,0.09,19,0,4,0,9.0,12.0,38.0,25.0,3.0,True
78.0,9.0,1.0,6.0,0.04,22.91,35.83,0.25,46,13,12,0,19.0,22.0,91.0,56.0,17.0,True
87.0,13.0,4.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
19.0,4.0,3.0,1.0,0.09,11.2,11.76,0.05,14,0,3,0,8.0,5.0,23.0,14.0,7.0,True
8.0,1.0,1.0,1.0,0.15,6.29,16.16,0.03,6,0,0,0,8.0,7.0,15.0,11.0,1.0,True
11.0,2.0,1.0,2.0,0.24,4.2,12.8,0.02,6,1,2,0,7.0,5.0,9.0,6.0,3.0,True
139.0,15.0,8.0,9.0,0.04,23.77,85.01,0.82,103,0,16,0,25.0,70.0,209.0,175.0,29.0,True
94.0,16.0,9.0,11.0,0.02,53.22,36.0,0.66,86,0,13,1,28.0,34.0,214.0,157.0,31.0,True
14.0,3.0,1.0,3.0,0.11,9.1,19.95,0.06,10,0,2,0,13.0,10.0,29.0,13.0,5.0,True
84.0,14.0,5.0,13.0,0.03,33.39,55.63,0.68,64,8,9,2,22.0,45.0,165.0,123.0,27.0,True
67.0,11.0,1.0,10.0,0.05,18.59,74.98,0.46,54,0,10,0,10.0,37.0,76.0,74.0,19.0,True
64.0,5.0,1.0,2.0,0.04,24.94,41.44,0.36,44,3,6,7,21.0,32.0,110.0,94.0,7.0,True
74.0,18.0,1.0,12.0,0.04,27.61,46.92,0.5,54,1,6,0,19.0,34.0,141.0,99.0,35.0,True
27.0,7.0,4.0,4.0,0.07,14.67,30.76,0.14,23,0,3,0,12.0,18.0,47.0,44.0,13.0,True
79.0,8.0,5.0,3.0,0.03,31.5,35.01,0.39,66,1,9,0,22.0,27.0,127.0,87.0,15.0,True
29.0,4.0,1.0,3.0,0.06,16.19,35.73,0.21,28,2,5,0,19.0,27.0,71.0,46.0,7.0,True
306.0,35.0,25.0,19.0,0.01,100.4,71.04,2.07,212,27,12,0,34.0,69.0,480.0,269.0,69.0,True
18.0,2.0,1.0,2.0,0.13,7.5,22.94,0.06,11,0,4,0,10.0,10.0,24.0,15.0,3.0,True
39.0,2.0,1.0,1.0,0.06,15.21,48.25,0.25,28,4,6,1,14.0,21.0,88.0,57.0,3.0,True
6.0,1.0,1.0,1.0,0.27,3.75,8.98,0.01,3,0,1,0,5.0,2.0,6.0,2.0,1.0,True
39.0,5.0,4.0,5.0,0.06,17.88,31.88,0.19,32,2,5,0,16.0,17.0,66.0,38.0,9.0,True
8.0,1.0,1.0,1.0,0.29,3.5,17.53,0.02,5,1,0,0,7.0,7.0,10.0,7.0,1.0,True
16.0,2.0,1.0,2.0,0.13,7.5,19.66,0.05,12,0,2,0,9.0,9.0,19.0,15.0,3.0,True
151.0,15.0,12.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,True
14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,3.0,True
76.0,7.0,4.0,5.0,0.04,22.95,58.51,0.47,54,0,21,2,21.0,39.0,147.0,89.0,13.0,True
92.0,14.0,9.0,4.0,0.02,54.08,31.05,0.56,69,0,20,0,21.0,17.0,169.0,145.0,27.0,True
50.0,15.0,12.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,True
32.0,3.0,1.0,3.0,0.1,9.58,50.0,0.16,25,1,3,0,11.0,24.0,49.0,42.0,5.0,True
36.0,4.0,1.0,4.0,0.05,21.0,28.14,0.21,28,0,4,0,16.0,18.0,68.0,52.0,7.0,True
24.0,4.0,1.0,4.0,0.09,11.5,37.32,0.13,18,1,2,0,13.0,20.0,48.0,33.0,7.0,True
50.0,7.0,1.0,7.0,0.06,16.0,56.0,0.31,41,0,5,0,16.0,31.0,96.0,71.0,13.0,True
43.0,8.0,1.0,7.0,0.04,25.78,27.41,0.21,28,10,2,0,17.0,16.0,78.0,55.0,15.0,True
25.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
23.0,4.0,3.0,2.0,0.04,22.28,29.26,0.22,18,0,3,0,17.0,18.0,77.0,51.0,7.0,True
15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,13,0,0,0,0.0,0.0,0.0,0.0,3.0,True
85.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,True
119.0,24.0,11.0,10.0,0.02,58.99,58.69,1.02,94,1,14,0,29.0,49.0,299.0,209.0,47.0,True
26.0,3.0,1.0,3.0,0.09,11.38,41.01,0.16,20,0,6,0,12.0,19.0,59.0,31.0,5.0,True
89.0,19.0,14.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
166.0,27.0,18.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,53.0,True
57.0,6.0,5.0,8.0,0.05,21.75,48.57,0.35,41,4,9,0,21.0,36.0,98.0,78.0,11.0,True
14.0,1.0,1.0,1.0,0.13,8.0,11.15,0.03,7,0,4,0,11.0,5.0,16.0,8.0,1.0,True
96.0,17.0,12.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
97.0,17.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
14.0,2.0,1.0,1.0,0.1,10.0,12.55,0.04,10,0,2,0,8.0,7.0,15.0,15.0,3.0,True
32.0,3.0,1.0,3.0,0.08,12.38,29.47,0.13,21,4,5,0,14.0,13.0,55.0,27.0,5.0,True
30.0,2.0,1.0,2.0,0.06,16.1,37.73,0.21,24,0,4,0,13.0,21.0,71.0,52.0,3.0,True
66.0,11.0,6.0,8.0,0.03,31.63,26.02,0.3,42,0,13,5,20.0,18.0,104.0,63.0,21.0,True
57.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,True
531.0,31.0,23.0,17.0,0.02,49.3,258.56,4.79,371,141,92,0,21.0,174.0,1136.0,604.0,57.0,True
45.0,5.0,1.0,4.0,0.07,14.47,47.22,0.23,37,3,3,1,20.0,26.0,85.0,44.0,9.0,True
74.0,4.0,1.0,1.0,0.04,24.03,78.08,0.56,58,0,12,0,17.0,43.0,167.0,135.0,7.0,True
56.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
24.0,2.0,1.0,2.0,0.06,16.0,11.9,0.07,13,3,6,0,12.0,6.0,29.0,16.0,3.0,True
33.0,7.0,3.0,3.0,0.03,28.18,20.77,0.21,29,0,2,0,23.0,17.0,76.0,47.0,13.0,True
41.0,7.0,1.0,7.0,0.04,27.06,23.68,0.21,36,0,5,0,16.0,20.0,77.0,55.0,12.0,True
43.0,10.0,10.0,6.0,0.05,21.5,44.65,0.33,36,0,4,0,16.0,26.0,109.0,71.0,19.0,True
42.0,1.0,1.0,1.0,0.07,14.97,57.74,0.29,26,0,10,0,11.0,22.0,96.0,70.0,1.0,True
34.0,4.0,1.0,2.0,0.03,28.0,20.38,0.18,25,0,7,0,13.0,13.0,61.0,46.0,7.0,True
102.0,6.0,5.0,3.0,0.02,44.33,25.26,0.35,51,19,11,2,23.0,17.0,128.0,72.0,11.0,True
95.0,6.0,3.0,3.0,0.02,40.71,32.75,0.55,65,18,9,0,19.0,21.0,184.0,94.0,11.0,True
108.0,4.0,1.0,3.0,0.01,55.85,26.49,0.51,61,19,23,1,22.0,20.0,153.0,117.0,7.0,True
64.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
167.0,26.0,23.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,51.0,True
169.0,13.0,1.0,5.0,0.02,46.47,92.24,1.31,130,2,26,0,24.0,60.0,384.0,251.0,25.0,True
87.0,14.0,9.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
90.0,11.0,7.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,True
60.0,16.0,13.0,8.0,0.03,35.61,44.07,0.49,50,4,9,1,23.0,39.0,147.0,102.0,30.0,True
58.0,8.0,3.0,2.0,0.05,20.16,28.15,0.19,43,0,6,0,19.0,20.0,73.0,41.0,9.0,True
31.0,2.0,1.0,2.0,0.08,12.43,48.67,0.19,21,0,6,0,14.0,27.0,62.0,52.0,3.0,True
26.0,3.0,1.0,1.0,0.11,9.33,28.22,0.09,20,0,4,0,10.0,12.0,36.0,28.0,5.0,True
95.0,5.0,1.0,5.0,0.04,26.33,40.88,0.35,44,14,12,0,18.0,26.0,117.0,79.0,9.0,True
68.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,True
20.0,4.0,1.0,2.0,0.07,15.13,13.59,0.06,15,0,3,0,11.0,8.0,25.0,19.0,7.0,True
17.0,1.0,1.0,1.0,0.15,6.81,43.05,0.09,10,0,5,0,8.0,16.0,32.0,23.0,1.0,True
